Ürün adı,Marka,Fiyat,Link,Görüntü Kalitesi,Dahili Uydu Alıcı,Görüntüleme Teknolojisi,Garanti Süresi,Ekran Boyutu,Garanti Tipi,Çözünürlük (Piksel),Smart TV,Menşei,CE Uygunluk Sembolu,Renk,GÃ¶rÃ¼ntÃ¼ Kalitesi,Dahili Uydu AlÄ±cÄ±,GÃ¶rÃ¼ntÃ¼leme Teknolojisi,Garanti SÃ¼resi,Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k (Piksel),HDR,Wi-Fi Özelliği,Kurulum Gerekli mi?
"Crystal 8 B75 D 895 A / 75"" 4K Smart Google TV",Beko,49.700 TL,https://www.trendyol.com/beko/crystal-8-b75-d-895-a-75-4k-smart-google-tv-p-815838187,4K Ultra HD,Var,LED,3 Yıl,"75"" / 190 Ekran",Arçelik Garantili,1920 x 1080,Var,,,,,,,,,,,
"Akıllı Tv-Monitör 32'' 80 Ekran Wi-fi ,TİZEN-Apple Android Kablosuzbağlantı, Onerous Askı Aparatı",Samsung,Null,https://www.trendyol.com/samsung/akilli-tv-monitor-32-80-ekran-wi-fi-tizen-apple-android-kablosuzbaglanti-onerous-aski-aparati-p-898540509,Full HD,Yok,LED,2 Yıl,32 inç,Samsung TR Garantili,1920 x 1080,Var,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
"65s90d 4k Ultra Hd 65"" 165 Ekran Uydu Alıcılı Smart Oled Tv",Samsung,98.900 TL,https://www.trendyol.com/samsung/65s90d-4k-ultra-hd-65-165-ekran-uydu-alicili-smart-oled-tv-p-871348113,4K Ultra HD,Var,OLED,2 Yıl,"65"" / 165 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
75 Ghu 9000a 75” 189 Ekran 4k Uhd Smart Google Tv,Grundig,54.999 TL,https://www.trendyol.com/grundig/75-ghu-9000a-75-189-ekran-4k-uhd-smart-google-tv-p-815662375,4K Ultra HD,Var,LED,3 Yıl,"75"" / 190 Ekran",Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
"A85 N 995 X 4K Ultra HD 85"" 216 Ekran Uydu Alıcılı Android Smart TV",Arçelik,98.999 TL,https://www.trendyol.com/arcelik/a85-n-995-x-4k-ultra-hd-85-216-ekran-uydu-alicili-android-smart-tv-p-896498231,4K Ultra HD,Var,LED,2 Yıl,"85"" / 215 Ekran",Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
B65 QE 988 A Google TV,Beko,38.499 TL,https://www.trendyol.com/beko/b65-qe-988-a-google-tv-p-892395311,4K Ultra HD,Var,QLED,3 Yıl,"65"" / 165 Ekran",Beko Garantili,,Var,,,Siyah,,,,,,,,
CT50AN100U 50 4K UHD FRAMELESS ANDROİD TV,CONTİ,18.490 TL,https://www.trendyol.com/conti/ct50an100u-50-4k-uhd-frameless-android-tv-p-761291391,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"A32 D 560 B /32"" Televizyon",ArÃ§elik,11.999 TL,https://www.trendyol.com/arcelik/a32-d-560-b-32-televizyon-p-745880297,,,,,32 inÃ§,ArÃ§elik Garantili,,Yok,,,,HD Ready,Var,LED,3 YÄ±l,1366 x 768,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
"D50Q660X6CW 50""-127 CM ULTRAHD 4K GOOGLE ANDROID TV",Telefunken,15.999 TL,https://www.trendyol.com/telefunken/d50q660x6cw-50-127-cm-ultrahd-4k-google-android-tv-p-897928450,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
Crystal 9 B55 D 986 S /55'' 4K UHD Smart Google TV,Beko,31.999 TL,https://www.trendyol.com/beko/crystal-9-b55-d-986-s-55-4k-uhd-smart-google-tv-p-818434076,4K Ultra HD,Yok,LED,3 Yıl,"55"" / 139 Ekran",Beko Garantili,3840 x 2160,Var,,,,,,,,,,,
"43tf8560a 43"" 109 Ekran Uydu Alıcılı Full Hd Android Işletim Smart Led Tv",Telefunken,16.890 TL13.600 TL,https://www.trendyol.com/telefunken/43tf8560a-43-109-ekran-uydu-alicili-full-hd-android-isletim-smart-led-tv-p-143770315,Full HD,Var,LED,2 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
A43 E 795 B Google TV,Arçelik,19.890 TL,https://www.trendyol.com/arcelik/a43-e-795-b-google-tv-p-898624116,4K Ultra HD,Var,LED,3 Yıl,43 inç,Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
ARCA50E895A Televizyon,Arçelik,Null,https://www.trendyol.com/arcelik/arca50e895a-televizyon-p-896066222,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
55R71UG01 55'' 139 Ekran Smart 4K Google TV,Regal,18.649 TL,https://www.trendyol.com/regal/55r71ug01-55-139-ekran-smart-4k-google-tv-p-784444189,4K Ultra HD,Var,DLED,3 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"Full HD, HDR10, AirPlay 2 Android Kablosuz Bağlantılı MOnitör TV + Onerous Aparat",LG,Null,https://www.trendyol.com/lg/full-hd-hdr10-airplay-2-android-kablosuz-baglantili-monitor-tv-onerous-aparat-p-899205477,Full HD,Yok,LED,2 Yıl,27 inç,LG TR Garantili,1920 x 1080,Var,,,,,,,,,,,
"B32 D 695 B 32"" Hd Smart Android Tv",Beko,11.500 TL,https://www.trendyol.com/beko/b32-d-695-b-32-hd-smart-android-tv-p-858136453,Full HD,Var,LED,3 Yıl,32 inç,Beko Garantili,1366 x 768,Var,,,,,,,,,,,
"Imperium 9 Serisi A55 C 985 Be / 55"" 4k Smart Android Tv",Arçelik,32.000 TL,https://www.trendyol.com/arcelik/imperium-9-serisi-a55-c-985-be-55-4k-smart-android-tv-p-649682777,4K Ultra HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"32HE2000 32"" / 81 Ekran Uydu Alıcılı HD Ready Smart LED TV",HITACHI,7.499 TL,https://www.trendyol.com/hitachi/32he2000-32-81-ekran-uydu-alicili-hd-ready-smart-led-tv-p-155239119,HD Ready,Var,LED,2 Yıl,32 inç,Vestel Garantili,1366 x 768,Var,,,,,,,,,,,
43 GJQ 9100 4K UHD TV,Grundig,Null,https://www.trendyol.com/grundig/43-gjq-9100-4k-uhd-tv-p-896550383,4K Ultra HD,Var,LED,3 Yıl,43 inç,Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
2024 YILI ÜRETİM 43'' 108 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV,Philips,Null,https://www.trendyol.com/philips/2024-yili-uretim-43-108-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-923634488,4K Ultra HD,Var,LED,2 Yıl,43 inç,Philips TR Garantili,3840 x 2160,Var,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
"43TF6520 43"" 109 Ekran Uydu Alıcılı Full HD Smart LED TV",Telefunken,13.999 TL,https://www.trendyol.com/telefunken/43tf6520-43-109-ekran-uydu-alicili-full-hd-smart-led-tv-p-4023714,Full HD,Var,LED,2 Yıl,43 inç,Vestel Garantili,1920 x 1080,Var,,,,,,,,,,,
Munich 32 GHH 6900 B HD Ready (HD) TV,Grundig,"11.499,99 TL",https://www.trendyol.com/grundig/munich-32-ghh-6900-b-hd-ready-hd-tv-p-890962927,Full HD,Var,LED,3 Yıl,32 inç,Resmi Distribütör Garantili,1366 x 768,Var,,,,,,,,,,,
Grundig43 GHF 6500 B 43 inç 108 Ekran Android Led TV,Grundig,14.850 TL,https://www.trendyol.com/grundig/grundig43-ghf-6500-b-43-inc-108-ekran-android-led-tv-p-804201370,HD Ready,Var,LED,3 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
LT-50VA7405T 50'' 127 Ekran Uydu Alıcılı 4K Ultra HD Android Smart LED TV,Jvc,15.799 TL,https://www.trendyol.com/jvc/lt-50va7405t-50-127-ekran-uydu-alicili-4k-ultra-hd-android-smart-led-tv-p-833124142,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
8 serisi A50 D 895 A / 50'' 4K Smart,Arçelik,26.749 TL,https://www.trendyol.com/arcelik/8-serisi-a50-d-895-a-50-4k-smart-p-790730780,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
Pr50fmn252 50'' Uhd Webos Smart Tv,Preo,Null,https://www.trendyol.com/preo/pr50fmn252-50-uhd-webos-smart-tv-p-733454771,4K Ultra HD,Yok,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
"D50U750R1CW 50""-127CM ULTRAHD SMART DOLBY ATMOS LED TV",Telefunken,14.799 TL,https://www.trendyol.com/telefunken/d50u750r1cw-50-127cm-ultrahd-smart-dolby-atmos-led-tv-p-827934695,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
50R755UA11 50'' 127 Ekran Uydu AlÄ±cÄ±lÄ± 4K Ultra HD Android Smart LED TV,Regal,20.000 TL,https://www.trendyol.com/regal/50r755ua11-50-127-ekran-uydu-alicili-4k-ultra-hd-android-smart-led-tv-p-406645935,,,,,"50"" / 127 Ekran",Regal Garantili,,Var,,,,4K Ultra HD,Var,LED,3 YÄ±l,3840 x 2160,,,
Full Hd 32'' 80 Ekran Akıllı Smart Apple Android Wi-fi Kablosuz Bağlantı Hdr10 Dahili-monitör Tv,LG,Null,https://www.trendyol.com/lg/full-hd-32-80-ekran-akilli-smart-apple-android-wi-fi-kablosuz-baglanti-hdr10-dahili-monitor-tv-p-898543790,Full HD,Yok,LED,2 Yıl,"32"" / 80 Ekran",LG TR Garantili,1920 x 1080,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
B40 D 560 B Televizyon,Beko,12.850 TL,https://www.trendyol.com/beko/b40-d-560-b-televizyon-p-762596732,Full HD,Var,LED,3 Yıl,"40"" / 101 Ekran",Beko Garantili,1920 x 1080,Yok,,,,,,,,,,,
"50MU7000 50"" 7 Serisi Smart UHD TV",Samsung,40.999 TL,https://www.trendyol.com/samsung/50mu7000-50-7-serisi-smart-uhd-tv-p-2334164,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"B50 A 800 B 50"" 126 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",Beko,23.999 TL,https://www.trendyol.com/beko/b50-a-800-b-50-126-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-87598718,4K Ultra HD,Var,LED,3 Yıl,"50"" / 127 Ekran",Beko Garantili,3840 x 2160,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"Nm42250 42"" 106 Ekran Uydu Alıcılı Full Hd Led Tv Smart Android Youtube Exxen Netfilix",Nordmende,Null,https://www.trendyol.com/nordmende/nm42250-42-106-ekran-uydu-alicili-full-hd-led-tv-smart-android-youtube-exxen-netfilix-p-77554739,Full HD,Var,LED,2 Yıl,42 inç,Resmi Distribütör Garantili,1366 x 768,Var,,,,,,,,,,,
55tu756oua 55 4k Smart Led Tv,Telefunken,27.000 TL,https://www.trendyol.com/telefunken/55tu756oua-55-4k-smart-led-tv-p-743408110,4K Ultra HD,Var,LED,2 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
Bl43135g 109 Ekran Full Hd Led Tv,Blaupunkt,15.540 TL,https://www.trendyol.com/blaupunkt/bl43135g-109-ekran-full-hd-led-tv-p-376401033,Full HD,Var,LED,2 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"85QG5S14 85"" 216 Ekran Uydu Alıcılı 4K Ultra HD  Google QLED TV",Thomson,99.999 TL,https://www.trendyol.com/thomson/85qg5s14-85-216-ekran-uydu-alicili-4k-ultra-hd-google-qled-tv-p-926649620,4K Ultra HD,Var,QLED,3 Yıl,"85"" / 215 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"32SBH735 32"" 81 Ekran Uydu Alıcılı HD Ready Smart LED TV",Seg,6.789 TL,https://www.trendyol.com/seg/32sbh735-32-81-ekran-uydu-alicili-hd-ready-smart-led-tv-p-362148502,HD Ready,Var,LED,2 Yıl,32 inç,Vestel Garantili,1366 x 768,Var,,,,,,,,,,,
CT43AN100F 43 FULL HD ANDROİD LED TV,CONTİ,13.975 TL,https://www.trendyol.com/conti/ct43an100f-43-full-hd-android-led-tv-p-761247451,Full HD,Var,LED,2 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
A55 Oled D 975 A / 55” Oled Televizyon,Arçelik,54.999 TL,https://www.trendyol.com/arcelik/a55-oled-d-975-a-55-oled-televizyon-p-827390695,4K Ultra HD,Var,OLED,3 Yıl,55'' / 138 Ekran,Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
Hello,Null,"8.295,90 TL",https://www.trendyol.com/hello/hl-1900-19-full-hd-led-monitor-12-volt-adaptorlu-audio-in-rca-vga-hdmi-u-prp5754-6743-p-930049263,HD Ready,Var,LED,2 Yıl,"19"" / 48 Ekran",İthalatçı Garantili,1920 x 1080,Yok,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
32tf6520 32'' 82 Ekran Uydu Alıcılı Full Hd Smart Led Tv,Telefunken,8.500 TL,https://www.trendyol.com/telefunken/32tf6520-32-82-ekran-uydu-alicili-full-hd-smart-led-tv-p-135797479,Full HD,Var,LED,2 Yıl,32 inç,Telefunken Garantili,1366 x 768,Yok,,,,,,,,,,,
B40 D 695 B,Beko,16.500 TL,https://www.trendyol.com/beko/b40-d-695-b-p-759156711,Full HD,Var,LED,3 Yıl,"40"" / 101 Ekran",Beko Garantili,1920 x 1080,Var,,,,,,,,,,,
32tf6520a 82 Ekran Smart Televizyon,Telefunken,10.900 TL,https://www.trendyol.com/telefunken/32tf6520a-82-ekran-smart-televizyon-p-365933306,HD Ready,Var,LED,2 Yıl,32 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
Televizyon,Beko,42.999 TL,https://www.trendyol.com/beko/televizyon-p-723930668,4K Ultra HD,Var,LED,3 Yıl,"65"" / 165 Ekran",Beko Garantili,3840 x 2160,Var,,,,,,,,,,,
"32th4020 32"" 82 Ekran Uydu Alıcılı Led Tv",Telefunken,7.750 TL,https://www.trendyol.com/telefunken/32th4020-32-82-ekran-uydu-alicili-led-tv-p-679898121,HD Ready,Var,LED,2 Yıl,32 inç,Telefunken Garantili,,Yok,,,Siyah,,,,,,,,
Nemere,Null,"15.209,86 TL",https://www.trendyol.com/nemere/hello-hl-2700-27-audio-in-rca-vga-hdmi-usb-12-volt-adaptorlu-full-hd-led-monitor-p-923876639,4K Ultra HD,Var,DLED,2 Yıl,110 '' / 280 Ekran,Resmi Distribütör Garantili,,Yok,,,Çok Renkli,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"43pfs5507/62 43"" 108 Ekran Fhd Led Tv",Philips,15.990 TL,https://www.trendyol.com/philips/43pfs5507-62-43-108-ekran-fhd-led-tv-p-635081126,Full HD,Var,LED,2 Yıl,43 inç,Philips TR Garantili,1920 x 1080,Yok,,,,,,,,,,,
"B32 D 695 B /32"" HD Smart Android TV",Beko,14.999 TL,https://www.trendyol.com/beko/b32-d-695-b-32-hd-smart-android-tv-p-802709529,HD Ready,Var,LED,3 Yıl,32 inç,Beko Garantili,1280 x 720,Var,,,,,,,,,,,
RONAX,Null,8.500 TL,https://www.trendyol.com/ronax/102-ekran-40-inch-android-led-tv-p-868514706,Full HD,Var,OLED,2 Yıl,32 inç,Resmi Distribütör Garantili,1920 x 1080,Yok,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"65 GHU 7505 B 65"" 165 Ekran Uydu Alıcılı 4K Ultra HD Android Smart LED TV",Grundig,35.999 TL,https://www.trendyol.com/grundig/65-ghu-7505-b-65-165-ekran-uydu-alicili-4k-ultra-hd-android-smart-led-tv-p-802283233,4K Ultra HD,Var,LED,3 Yıl,"65"" / 165 Ekran",Grundig Garantili,3840 x 2160,Var,,,,,,,,,,,
Atlanta 55 Ggu 8965 Be Android Tv- Munich 43 Ghf 6900 B Led & Lcd Tv,Grundig,49.999 TL,https://www.trendyol.com/grundig/atlanta-55-ggu-8965-be-android-tv-munich-43-ghf-6900-b-led-lcd-tv-p-890445384,4K Ultra HD,Var,LED,3 Yıl,55'' / 138 Ekran,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
"32DS8500 32"" HD DLED TV",Dijitsu,10.200 TL,https://www.trendyol.com/dijitsu/32ds8500-32-hd-dled-tv-p-758916346,Full HD,Var,LED,2 Yıl,32 inç,Dijitsu Garantili,1366 x 768,Yok,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
Rossa Wella,Null,Null,https://www.trendyol.com/rossa-wella/hello-hl-2400-24-audio-in-rca-vga-hdmi-usb-12-volt-adaptorlu-full-hd-led-monitor-p-904292825,HD Ready,Var,LED,2 Yıl,"19"" / 48 Ekran",İthalatçı Garantili,,Yok,,,Siyah,,,,,,,,
55TU9080UA Ekran 4K Ultra Hd Android Smart LED Tv,Telefunken,23.900 TL,https://www.trendyol.com/telefunken/55tu9080ua-ekran-4k-ultra-hd-android-smart-led-tv-p-769721786,Full HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Telefunken Garantili,3840 x 2160,Var,,,,,,,,,,,
mrpurple,Null,"12.996,84 TL",https://www.trendyol.com/mrpurple/hl-2700-27-audio-in-rca-vga-hdmi-usb-12-volt-adaptorlu-full-hd-led-monitor-p-929598880,HD Ready,Var,LED,2 Yıl,"19"" / 48 Ekran",İthalatçı Garantili,1920 x 1080,Yok,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
65 GJQ 9100 4K UHD TV,Grundig,Null,https://www.trendyol.com/grundig/65-gjq-9100-4k-uhd-tv-p-896566730,4K Ultra HD,Var,LED,3 Yıl,"65"" / 165 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"50"" 126 Ekran Uydu Alıcılı 4K Ultra HD Smart Led Tv",Toshiba,Null,https://www.trendyol.com/toshiba/50-126-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-834723379,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
Drop Deposu,Null,Null,https://www.trendyol.com/drop-deposu/hl-2700-27-audio-in-rca-vga-hdmi-usb-12-volt-adaptorlu-full-hd-led-monitor-p-920079726,4K Ultra HD,Var,LED,2 Yıl,"46"" / 117 Ekran",İthalatçı Garantili,,Var,,,Siyah,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
55 GJQ 9100 4K UHD TV,Grundig,Null,https://www.trendyol.com/grundig/55-gjq-9100-4k-uhd-tv-p-896559308,4K Ultra HD,Var,LED,3 Yıl,55'' / 138 Ekran,Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
Df group,Null,"134,50 TL",https://www.trendyol.com/df-group/isikli-sibop-kapagi-2-adet-p-921299132,Full HD,Var,Mini LED,2 Yıl,"32"" / 80 Ekran",İthalatçı Garantili,,Var,,,Çok Renkli,,,,,,,,
"50R753U Silver 50"" 127 Ekran Uydu Alıcılı 4K Smart LED TV",Regal,20.980 TL,https://www.trendyol.com/regal/50r753u-silver-50-127-ekran-uydu-alicili-4k-smart-led-tv-p-101771274,4K Ultra HD,Var,LED,3 Yıl,"50"" / 127 Ekran",Regal Garantili,3840 x 2160,Var,,,,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
50'' 126 Ekran Uydu Alıcılı 4K Ultra HD Android Smart LED TV,Grundig,Null,https://www.trendyol.com/grundig/50-126-ekran-uydu-alicili-4k-ultra-hd-android-smart-led-tv-p-831398635,Full HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
Imperium 9 Serisi A55 C 985 Be / 55'' 4k Smart Android Tv,Arçelik,32.000 TL,https://www.trendyol.com/arcelik/imperium-9-serisi-a55-c-985-be-55-4k-smart-android-tv-p-729097409,4K Ultra HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
"43 CLX 7820 BP Moskova 43"" 109 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",Grundig,15.499 TL,https://www.trendyol.com/grundig/43-clx-7820-bp-moskova-43-109-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-3702191,4K Ultra HD,Var,LED,2 Yıl,43 inç,Arçelik Garantili,3840 x 2160,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
32. Ws2000 82 ekran uydulu hd ready led tv,Weston,4.900 TL,https://www.trendyol.com/weston/32-ws2000-82-ekran-uydulu-hd-ready-led-tv-p-854648719,HD Ready,Var,LED,2 Yıl,32 inç,Sunny Garantili,1366 x 768,Yok,,,,,,,,,,,
"43"" 43pus7608/62",Philips,15.490 TL,https://www.trendyol.com/philips/43-43pus7608-62-p-810535664,4K Ultra HD,Var,LED,2 Yıl,43 inç,Philips TR Garantili,3840 x 2160,Var,,,,,,,,,,,
50GJU 7500 B 50 inç 126 Ekran Uydu Alıcılı Google Smart 4K Ultra HD LED TV,Grundig,23.000 TL21.500 TL,https://www.trendyol.com/grundig/50gju-7500-b-50-inc-126-ekran-uydu-alicili-google-smart-4k-ultra-hd-led-tv-p-921140794,4K Ultra HD,Var,LED,3 Yıl,"50"" / 127 Ekran",Arçelik Garantili,,Var,,,Siyah,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
SKYTEC,Null,19.500 TL,https://www.trendyol.com/skytec/skytech-55st1104-55-140cm-4k-ultra-hd-p-780911087,4K Ultra HD,Var,DLED,2 Yıl,"55"" / 139 Ekran",Skytech Garantili,3840 x 2160,Var,,,,,,,,,,,
Madrid 55 Ghq 9250 Qled,Grundig,27.318 TL,https://www.trendyol.com/grundig/madrid-55-ghq-9250-qled-p-890850314,4K Ultra HD,Var,QLED,3 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,,Var,,,Siyah,,,,,,,,
MUNICH 43 GHF 6900 B LED & LCD TV,Grundig,13.300 TL,https://www.trendyol.com/grundig/munich-43-ghf-6900-b-led-lcd-tv-p-790166033,Full HD,Var,LED,3 Yıl,43 inç,Grundig Garantili,1366 x 768,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"32SBA750  32"" Hd Android Tv",Seg,"8.422,99 TL",https://www.trendyol.com/seg/32sba750-32-hd-android-tv-p-869802226,HD Ready,Var,LED,2 Yıl,32 inç,Vestel Garantili,,Var,,,Çok Renkli,,,,,,,,
Astra Market,Null,687 TL,https://www.trendyol.com/astra-market/powermaster-pwr-2545-22-42-lcd-led-tv-hareketli-aski-aparati-vontek-vt-321-ht-pro-p-410759250,Full HD,Yok,LED,2 Yıl,48 inç,,,Var,,,Bej,,,,,,,Yok,
